Sr. No.,State,Branch Name,Client id,Center Name,Loan Id,Loan Amount,Net Deduct,Interest Collection,Pre Pay Amount,Net Amount,Date,Transaction date
223,Gujarat,Sanjeli,2547630,Bhagat faliyu sanjeli AB,3595965,85000,5785,432,26341,52442,01-07-2024,02-07-2024
224,Gujarat,Sanjeli,3058364,Umber Bhajan Faliyu AA,3596158,65000,4707,380,31349,28564,01-07-2024,02-07-2024
225,Gujarat,Santrampur,2535348,bureti Faliyu simaliya pp,3596196,75000,5245,399,25476,43880,01-07-2024,02-07-2024
226,Gujarat,Santrampur,2797917,Simada Faliyu kotra,3595808,75000,5245,375,25071,44309,01-07-2024,01-07-2024
227,Gujarat,Santrampur,3281513,tlaya Faliyu khedapa bc,3595872,85000,5785,559,35681,42975,01-07-2024,02-07-2024
228,Gujarat,Santrampur,3309064,khuta Faliyu narsingpur,3595882,75000,5245,633,35523,33599,01-07-2024,01-07-2024
229,Gujarat,Santrampur,3322091,tlaya Faliyu khedapa bc,3595918,85000,5785,559,35681,42975,01-07-2024,02-07-2024
230,Rajasthan,Sardarshahar,1007693,ASALSAR 001,3596417,100000,6594,344,23033,70029,01-07-2024,02-07-2024
231,Rajasthan,Sardarshahar,3195601,Bhanipura B,3596077,85000,3394,435,33940,47231,01-07-2024,02-07-2024
232,Rajasthan,Sardarshahar,3233595,bhanipura aa,3595900,85000,5785,467,36422,42326,01-07-2024,02-07-2024
233,Rajasthan,Sardarshahar,3278736,Khileriya abc,3596693,85000,5785,595,36316,42304,01-07-2024,02-07-2024
234,Uttar Pradesh,Sarsawa,4569330,Rajupur A,3595199,50000,3797,0,0,46203,01-07-2024,02-07-2024
235,Uttar Pradesh,Sarsawa,4569457,Rajupur A,3595201,50000,3797,0,0,46203,01-07-2024,02-07-2024
236,Uttar Pradesh,Sarsawa,4569530,Rajupur A,3595204,50000,3797,0,0,46203,01-07-2024,02-07-2024
237,Uttar Pradesh,Sasni,4570848,kanakpur b,3595242,50000,3797,0,0,46203,01-07-2024,02-07-2024
238,Uttar Pradesh,Sasni,4571475,kanakpur b,3595245,50000,3797,0,0,46203,01-07-2024,02-07-2024
239,Uttar Pradesh,Sasni,4573175,kanakpur b,3595999,50000,3797,0,0,46203,01-07-2024,02-07-2024
240,Madhya Pradesh,Satna,2935105,mahadeva siv mandir,3595835,85000,5785,428,28643,50144,01-07-2024,01-07-2024
241,Madhya Pradesh,Satna,2935577,mahadeva siv mandir,3595836,85000,5785,428,28643,50144,01-07-2024,02-07-2024
242,Rajasthan,Shahpura 2,1623145,taswariya khurd,3595932,85000,5785,477,55794,22944,01-07-2024,01-07-2024
243,Rajasthan,Shahpura 2,3295880,Bheel Surajpur,3596231,85000,3394,542,36213,44851,01-07-2024,02-07-2024
244,Rajasthan,Shahpura 2,3299524,Rajyas Rk,3596456,85000,5785,614,35892,42709,01-07-2024,02-07-2024
245,Rajasthan,Shahpura 2,3303915,Rajyas Rk,3596553,85000,3394,511,29911,51184,01-07-2024,02-07-2024
246,Uttar Pradesh,Shamli,4562677,lilon F,3594487,50000,3797,0,0,46203,01-07-2024,02-07-2024
247,Uttar Pradesh,Shamli,4562709,lilon F,3594488,40000,3278,0,0,36722,01-07-2024,02-07-2024
248,Uttar Pradesh,Shamli,4568159,lilon F,3594489,50000,3797,0,0,46203,01-07-2024,02-07-2024
249,Gujarat,Shant Road,1154408,uber faliyu hindoliya A,3596051,100000,6594,684,41724,50998,01-07-2024,02-07-2024
250,Gujarat,Shant Road,2594751,piplod  Talav faliyu sv,3595946,85000,5785,370,23583,55262,01-07-2024,02-07-2024
251,Gujarat,Shant Road,2751471,Saliya kheda faliyu H,3596346,85000,5785,396,26458,52361,01-07-2024,01-07-2024
252,Gujarat,Shant Road,3268141,Khilodi Baria Faliyu SB,3596113,85000,5785,597,36475,42143,01-07-2024,01-07-2024
253,Gujarat,Shehera,2474683,Salampura Sheherasompa Faliyu,3595860,100000,6594,188,16540,76678,01-07-2024,02-07-2024
254,Gujarat,Shehera,4056136,Sagrada Nishal faliyu Mk,3591806,50000,3797,0,0,46203,01-07-2024,01-07-2024
255,Gujarat,Shehera,4558634,Sagrada Nishal faliyu Mk,3591805,50000,3797,0,0,46203,01-07-2024,01-07-2024
256,Gujarat,Shehera,4569362,Sagrada Nishal faliyu Mk,3594686,50000,3797,0,0,46203,01-07-2024,02-07-2024
257,Uttar Pradesh,Shikohabad,4565337,Nagla babul,3595559,40000,3278,0,0,36722,01-07-2024,01-07-2024
258,Uttar Pradesh,Shikohabad,4565415,Nagla babul,3595560,40000,3278,0,0,36722,01-07-2024,01-07-2024
259,Uttar Pradesh,Shikohabad,4571039,Chhichhamai A,3596030,50000,3797,0,0,46203,01-07-2024,01-07-2024
260,Uttar Pradesh,Shikohabad,4572238,Nagla babul,3595561,50000,3797,0,0,46203,01-07-2024,02-07-2024
261,Uttar Pradesh,Shikohabad,4573476,Chhichhamai A,3596031,40000,1993,0,0,38007,01-07-2024,02-07-2024
262,Uttar Pradesh,Shikohabad,4573604,Chhichhamai A,3596033,50000,3797,0,0,46203,01-07-2024,02-07-2024
263,Rajasthan,Singhana,2651698,Sureti Aaaaa,3596297,65000,4707,181,19505,40607,01-07-2024,02-07-2024
264,Haryana,SIRSA,1852264,FarwainKhurd S,3595803,75000,5245,32,2232,67491,01-07-2024,01-07-2024
265,Haryana,SIRSA,2054544,khariansirsakp,3595859,75000,5245,60,4408,65287,01-07-2024,01-07-2024
266,Haryana,SIRSA,2054833,khariansirsakp,3595941,100000,6594,60,4408,88938,01-07-2024,01-07-2024
267,Uttar Pradesh,Siyana,4554434,Barwala D,3596103,50000,3797,0,0,46203,01-07-2024,02-07-2024
268,Uttar Pradesh,Siyana,4571224,Barwala D,3596104,50000,3797,0,0,46203,01-07-2024,02-07-2024
269,Uttar Pradesh,Siyana,4572742,Barwala D,3596105,50000,3797,0,0,46203,01-07-2024,02-07-2024
270,Gujarat,Sukhsar,2190383,Hadamat Garifaliyu A,3595973,65000,4707,129,12018,48146,01-07-2024,01-07-2024
271,Gujarat,Sukhsar,2454233,Valvay faliyu Aafva PR,3595845,85000,5785,266,20710,58239,01-07-2024,02-07-2024
272,Gujarat,Sukhsar,4521977,Ghati faliyu Dabalara cc,3583748,60000,4316,0,0,55684,01-07-2024,01-07-2024
273,Gujarat,Sukhsar,4571485,Ghati faliyu Dabalara cc,3595772,60000,4316,0,0,55684,01-07-2024,01-07-2024
274,Rajasthan,Suratgarh,3338792,suratgarh near ramdev baba mandir,3595925,85000,5785,278,30041,48896,01-07-2024,02-07-2024
275,Rajasthan,Taranagar,647834,Satyun O,3596135,100000,6594,578,36857,55971,01-07-2024,01-07-2024
276,Rajasthan,Taranagar,1033184,bhairoosar YY,3596147,85000,5785,464,46518,32233,01-07-2024,02-07-2024
277,Rajasthan,Taranagar,2678291,bhairoosar YY,3596146,85000,5785,231,23172,55812,01-07-2024,01-07-2024
278,Rajasthan,Taranagar,2779232,SATYUN AZ,3596233,85000,5785,408,26055,52752,01-07-2024,01-07-2024
279,Madhya Pradesh,THANDLA,2276973,chhapari Abc,3592874,100000,6594,211,14830,78365,01-07-2024,01-07-2024
280,Madhya Pradesh,THANDLA,2322028,Petrolpump Faliya Nougawa,3595888,100000,6594,312,18261,74833,01-07-2024,01-07-2024
281,Madhya Pradesh,THANDLA,4561535,khada sath faliya rajpura,3592638,50000,3797,0,0,46203,01-07-2024,02-07-2024
282,Madhya Pradesh,THANDLA,4568100,naharpur ABC,3594585,50000,3797,0,0,46203,01-07-2024,01-07-2024
283,Madhya Pradesh,THANDLA,4568253,naharpur ABC,3594587,60000,4316,0,0,55684,01-07-2024,02-07-2024
284,Madhya Pradesh,THANDLA,4570470,Bheru mandir Faliya BORDI ABC,3595260,60000,4316,0,0,55684,01-07-2024,02-07-2024
285,Madhya Pradesh,THANDLA,4570523,Bheru mandir Faliya BORDI ABC,3595258,40000,3278,0,0,36722,01-07-2024,01-07-2024
286,Madhya Pradesh,THANDLA,4570655,Bheru mandir Faliya BORDI ABC,3595261,60000,4316,0,0,55684,01-07-2024,02-07-2024
287,Gujarat,Thasra,3251619,SEVALIYA C,3595841,85000,5785,590,36053,42572,01-07-2024,02-07-2024
288,Rajasthan,Udaipurwati,2096819,khiror  cgl,3596145,85000,5785,97,8492,70626,01-07-2024,01-07-2024
289,Madhya Pradesh,Ujjain,2531101,Gram Tulaheda,3595892,85000,5785,283,16554,62378,01-07-2024,01-07-2024
290,Himachal Pradesh,Una,2992134,Tahliwal Two,3596156,85000,5785,523,31904,46788,01-07-2024,02-07-2024
291,Himachal Pradesh,Una,3121556,Tanoh,3596613,85000,5785,383,25618,53214,01-07-2024,02-07-2024
292,Himachal Pradesh,Una,3207134,Jadla Koeri,3596162,85000,5785,571,33397,45247,01-07-2024,02-07-2024
293,Gujarat,Valsad,4525948,Dhamniya falia Tukwada,3594551,50000,3797,0,0,46203,01-07-2024,02-07-2024
294,Gujarat,Valsad,4569036,Dhamniya falia Tukwada,3594554,50000,3797,0,0,46203,01-07-2024,02-07-2024
295,Gujarat,Valsad,4572158,Dhamniya falia Tukwada,3596261,60000,4316,0,0,55684,01-07-2024,01-07-2024
296,Gujarat,Viramgam,4519710,INDIRANAGAR BHANKODA,3592909,60000,4316,0,0,55684,01-07-2024,01-07-2024
297,Gujarat,Viramgam,4562520,INDIRANAGAR BHANKODA,3592910,60000,4316,0,0,55684,01-07-2024,02-07-2024
298,Gujarat,Vyara,4514707,Kelai nishal faliyu,3581130,60000,4316,0,0,55684,01-07-2024,02-07-2024
299,Gujarat,Vyara,4562701,Kelai nishal faliyu,3596095,50000,3797,0,0,46203,01-07-2024,02-07-2024
300,Gujarat,Zalod,1923866,Damor faliyu maghanisar,3592975,85000,5785,20,2402,76793,01-07-2024,01-07-2024
301,Gujarat,Zalod,2325534,VORA FALIYU GAMDI JV,3596072,85000,5785,140,14010,65065,01-07-2024,01-07-2024
302,Gujarat,Zalod,2968561,Chandri faliyu hirola dk,3596090,85000,5785,280,28023,50912,01-07-2024,02-07-2024
303,Gujarat,Zalod,4504729,vasaiya faliyu mahudi,3575774,50000,3797,0,0,46203,01-07-2024,02-07-2024
304,Gujarat,Zalod,4504858,vasaiya faliyu mahudi,3575775,60000,4316,0,0,55684,01-07-2024,01-07-2024
305,Gujarat,Ambaji,106797,ambaji ramnagar pn,3594710,60000,4316,0,0,55684,01-07-2024,02-07-2024
306,Gujarat,Ambaji,106806,ambaji ramnagar pn,3594711,60000,4316,0,0,55684,01-07-2024,02-07-2024
307,Gujarat,Dhanpur,2486072,Zabu Ghartar Faliyu AA,3595912,85000,5785,253,20890,58072,01-07-2024,03-07-2024
308,Gujarat,Dhanpur,2729476,Patel faliyu Liliyaamba ps,3596533,75000,3065,246,26514,45175,01-07-2024,03-07-2024
309,Uttar Pradesh,Firozabad,4559959,Bhaisakar Talab k pass,3596164,50000,3797,0,0,46203,01-07-2024,02-07-2024
310,Uttar Pradesh,Firozabad,4560698,Bhaisakar Talab k pass,3596166,50000,3797,0,0,46203,01-07-2024,02-07-2024
311,Uttar Pradesh,Govardhan,4569219,Khera brahman C,3595046,40000,3278,0,0,36722,01-07-2024,02-07-2024
312,Rajasthan,GudaMalani,2408714,Jingar mohalla Gudamalani A,3595818,85000,5785,285,15407,63523,01-07-2024,02-07-2024
313,Himachal Pradesh,Kangra,2691831,khaskhaniyara,3596059,75000,5245,399,26679,42677,01-07-2024,02-07-2024
314,Himachal Pradesh,Kangra,2876598,khas Kharota,3595968,65000,4707,307,22626,37360,01-07-2024,02-07-2024
315,Gujarat,Limdi2,1936249,Delsar navratra faliyu sss,3596265,75000,5245,22,1514,68219,01-07-2024,03-07-2024
316,Gujarat,Lunawada,3309239,Talarna Muvada Kumbharvadi,3596026,85000,5785,414,36369,42432,01-07-2024,02-07-2024
317,Gujarat,Lunawada,3309359,Talarna Muvada Kumbharvadi,3596092,85000,5785,414,36369,42432,01-07-2024,02-07-2024
318,Madhya Pradesh,Meghnagar,3337177,madrani mawdi faliya,3596102,85000,5785,435,35892,42888,01-07-2024,02-07-2024
319,Madhya Pradesh,Rewa,4534056,silpara,3595637,60000,4316,0,0,55684,01-07-2024,02-07-2024
320,Rajasthan,Suratgarh,3395361,SURATGARH NEAR AASHIYANA HOTEL RB,3596649,75000,5245,0,0,69755,01-07-2024,02-07-2024
321,Rajasthan,Udaipurwati,4573660,kharali ki dhani Girawari SLM,3596180,60000,4316,0,0,55684,01-07-2024,02-07-2024
322,Rajasthan,Udaipurwati,4573757,kharali ki dhani Girawari SLM,3596179,60000,4316,0,0,55684,01-07-2024,02-07-2024
323,Rajasthan,Udaipurwati,4573904,kharali ki dhani Girawari SLM,3596178,60000,4316,0,0,55684,01-07-2024,02-07-2024
324,Rajasthan,Chauhtan,4568612,meg singh ki Dhani ghoniya,3594767,40000,3278,0,0,36722,01-07-2024,02-07-2024
325,Rajasthan,Chauhtan,3593196,meg singh ki Dhani ghoniya,3594769,60000,4316,0,0,55684,01-07-2024,02-07-2024
326,Gujarat,Devgarhbaria,1852410,Moti khajuria Bhathvadiya faliyu VM,3596380,100000,6594,37,2132,91237,01-07-2024,02-07-2024
327,Uttar Pradesh,Firozabad,4574532,Bhaisakar Talab k pass,3596168,50000,3797,0,0,46203,01-07-2024,02-07-2024
328,Madhya Pradesh,AGAR MALWA,1098458,ROJANA A,3597927,100000,6594,582,31430,61394,02-07-2024,02-07-2024
329,Rajasthan,Ameth,1869708,gudliya kkk,3598045,100000,6594,42,2477,90887,02-07-2024,02-07-2024
330,Gujarat,Anand,2477230,Rajanagar k,3596763,85000,5785,257,21190,57768,02-07-2024,02-07-2024
331,Madhya Pradesh,Anuppur,3105049,khairvana,3596083,65000,4707,388,25941,33964,02-07-2024,02-07-2024
332,Rajasthan,Asind,2713347,pandru new,3598040,65000,4707,275,17561,42457,02-07-2024,03-07-2024
333,Madhya Pradesh,BADNAGAR,1337939,Semliya tolltax,3598104,100000,6594,717,37304,55385,02-07-2024,02-07-2024
334,Madhya Pradesh,BADNAGAR,2537153,Napa khedi paliya,3596694,85000,5785,380,19746,59089,02-07-2024,02-07-2024
335,Rajasthan,Bagidora,3080572,Rupakheda magarda Ak Two,3595161,40000,3278,0,0,36722,02-07-2024,03-07-2024
336,Rajasthan,Bagidora,3267721,Gamaniya Moti Ak,3596496,75000,5245,438,30749,38568,02-07-2024,02-07-2024
337,Rajasthan,Bagidora,4512656,Rupakheda magarda Ak Two,3595162,50000,2341,0,0,47659,02-07-2024,03-07-2024
338,Rajasthan,Bagidora,4571263,Rupakheda magarda Ak Two,3595163,40000,3278,0,0,36722,02-07-2024,02-07-2024
339,Rajasthan,Balotra,1289386,kavarli school ke samne,3598129,100000,6594,426,28461,64519,02-07-2024,02-07-2024
340,Rajasthan,Balotra,2679081,bhagvan pura   y j,3597840,85000,3394,217,23407,57982,02-07-2024,02-07-2024
341,Rajasthan,Balotra,4472673,chainpura u s,3592980,40000,3278,0,0,36722,02-07-2024,02-07-2024
342,Rajasthan,Balotra,4562375,chainpura u s,3592998,60000,4316,0,0,55684,02-07-2024,02-07-2024
343,Odisha,Balugaon,4572363,DasharathipurA,3596342,50000,3797,0,0,46203,02-07-2024,02-07-2024
344,Odisha,Balugaon,4572529,DasharathipurA,3596343,50000,3797,0,0,46203,02-07-2024,02-07-2024
345,Odisha,Balugaon,4573774,DasharathipurA,3596344,50000,3797,0,0,46203,02-07-2024,02-07-2024
346,Rajasthan,Bansur,1001668,majra ahir  1,3596014,85000,5785,256,19989,58970,02-07-2024,02-07-2024
347,Rajasthan,Bansur,4517107,Mamta harsora,3595711,60000,4316,0,0,55684,02-07-2024,02-07-2024
348,Rajasthan,Bansur,4573120,Mamta harsora,3595712,60000,4316,0,0,55684,02-07-2024,02-07-2024
349,Rajasthan,Bar,1116304,Ramawas   sks,3597751,100000,6594,386,28500,64520,02-07-2024,02-07-2024
350,Rajasthan,Bar,1118470,devnagar AB,3596057,100000,6594,760,41025,51621,02-07-2024,02-07-2024
351,Rajasthan,Bar,2050349,MAHAVEER COLONY BAR BS,3597804,85000,5785,135,9474,69606,02-07-2024,02-07-2024
352,Rajasthan,Bar,2383436,Dholi Dhed Bar new,3597192,85000,5785,315,21071,57829,02-07-2024,02-07-2024
353,Gujarat,Bardoli,1957595,KODADA DESAI FALIYU,3597987,75000,5245,63,5183,64509,02-07-2024,02-07-2024
354,Gujarat,Bardoli,2202667,Hat faliyu amba,3598119,100000,6594,119,11954,81333,02-07-2024,02-07-2024
355,Gujarat,Bardoli,2317371,kachhal  DDR,3596068,100000,6594,293,17894,75219,02-07-2024,02-07-2024
356,Rajasthan,Barmer,675586,pundo ki basti,3597651,100000,6594,705,38102,54599,02-07-2024,02-07-2024
357,Rajasthan,Barmer,2585583,FCI godam mahabar ss,3596955,60000,4316,0,0,55684,02-07-2024,02-07-2024
358,Rajasthan,Barmer,4189676,Bachadau C P,3596065,60000,4316,0,0,55684,02-07-2024,02-07-2024
359,Rajasthan,Barmer,4566557,FCI godam mahabar ss,3596956,60000,4316,0,0,55684,02-07-2024,02-07-2024
360,Rajasthan,Barmer,4566613,FCI godam mahabar ss,3596957,60000,4316,0,0,55684,02-07-2024,02-07-2024
361,Rajasthan,Barmer,4573726,Bachadau C P,3596064,60000,4316,0,0,55684,02-07-2024,02-07-2024
362,Rajasthan,Bassi,3056354,Bhandana Dausa,3598206,85000,5785,457,30574,48184,02-07-2024,02-07-2024
363,Rajasthan,Bassi,3093881,Bidarkha Ss,3597936,85000,5785,468,31293,47454,02-07-2024,03-07-2024
364,Rajasthan,Bassi,3167673,Tungi kkk,3597938,85000,5785,560,34157,44498,02-07-2024,02-07-2024
365,Rajasthan,Bayana,2919260,jatav mohhla karai mm,3598257,85000,5785,292,29268,49655,02-07-2024,02-07-2024
366,Rajasthan,Bayana,4524098,khedi hewat m k,3581396,40000,3278,0,0,36722,02-07-2024,02-07-2024
367,Rajasthan,Bayana,4574699,khedi hewat m k,3597571,40000,3278,0,0,36722,02-07-2024,02-07-2024
368,Rajasthan,Bayana,4575134,khedi hewat m k,3597569,40000,3278,0,0,36722,02-07-2024,02-07-2024
369,Rajasthan,Beawar,1079264,bhatiya ka badiya,3596238,85000,5785,535,50011,28669,02-07-2024,03-07-2024
370,Rajasthan,Beawar,2048136,bagta ka badiya sp,3597817,85000,5785,174,9014,70027,02-07-2024,03-07-2024
371,Rajasthan,Beawar,2427921,Devpura ss,3597630,100000,6594,258,17217,75931,02-07-2024,02-07-2024
372,Rajasthan,Beawar,2760649,Himta Ruparel ShyamGarh Rs,3598091,85000,5785,426,25996,52793,02-07-2024,03-07-2024
373,Rajasthan,Beawar,2935821,Sarniya Kharwa KS,3597719,85000,5785,523,28249,50443,02-07-2024,02-07-2024
374,Rajasthan,Beawar,3027691,meriya mangri masuda,3596632,85000,5785,609,31681,46925,02-07-2024,02-07-2024
375,Rajasthan,Beawar,3027842,meriya mangri masuda,3596633,85000,5785,508,26400,52307,02-07-2024,02-07-2024
376,Rajasthan,Behror,4562297,Hatoondii,3596457,60000,4316,0,0,55684,02-07-2024,03-07-2024
377,Rajasthan,Behror,4562502,Hatoondii,3596458,60000,4316,0,0,55684,02-07-2024,02-07-2024
378,Odisha,Bhadrak,4572584,Banta padhanpada,3597811,40000,3278,0,0,36722,02-07-2024,02-07-2024
379,Odisha,Bhadrak,4572687,Banta padhanpada,3597810,50000,3797,0,0,46203,02-07-2024,03-07-2024
380,Odisha,Bhadrak,4577921,Banta padhanpada,3597809,50000,2341,0,0,47659,02-07-2024,02-07-2024
381,Odisha,Bhanjanagar,4532039,Badapathara,3596321,50000,3797,0,0,46203,02-07-2024,02-07-2024
382,Odisha,Bhanjanagar,4575574,Badapathara,3596323,50000,3797,0,0,46203,02-07-2024,02-07-2024
383,Odisha,Bhanjanagar,4577547,Badapathara,3597662,40000,3278,0,0,36722,02-07-2024,03-07-2024
384,Rajasthan,Bharatpur,1802669,NAGLA GAGWANA,3597839,100000,6594,87,6417,86902,02-07-2024,02-07-2024
385,Rajasthan,Bharatpur,3248736,Jharoli mm,3596683,85000,5785,621,36316,42278,02-07-2024,02-07-2024
386,Haryana,Bhattu Mandi,4535087,Ludesar,3597169,60000,4316,0,0,55684,02-07-2024,03-07-2024
387,Haryana,Bhattu Mandi,4571530,jogiwala A,3596045,60000,4316,0,0,55684,02-07-2024,02-07-2024
388,Haryana,Bhattu Mandi,4571709,jogiwala A,3596047,60000,4316,0,0,55684,02-07-2024,02-07-2024
389,Haryana,Bhattu Mandi,4573257,jogiwala A,3596048,60000,4316,0,0,55684,02-07-2024,02-07-2024
390,Haryana,Bhattu Mandi,4577075,Ludesar,3597170,60000,4316,0,0,55684,02-07-2024,03-07-2024
391,Gujarat,Bhavnagar,1826475,KHANTADI,3597967,85000,5785,0,0,79215,02-07-2024,02-07-2024
392,Gujarat,Bhavnagar,1954048,Nareshvar society JD,3598066,75000,5245,67,5547,64141,02-07-2024,03-07-2024
393,Gujarat,Bhavnagar,2985154,AKSHAR PARK D,3597884,75000,5245,425,28418,40912,02-07-2024,03-07-2024
394,Rajasthan,Bhawanimandi,921257,yashwantpura555,3598194,100000,6594,442,38376,54588,02-07-2024,02-07-2024
395,Rajasthan,Bhawanimandi,1069678,Dhabla  Khichi 2,3596032,85000,5785,402,37571,41242,02-07-2024,02-07-2024
396,Rajasthan,Bhawanimandi,1387687,Roshanbadi Ra,3597821,75000,5245,263,20483,49009,02-07-2024,03-07-2024
397,Rajasthan,Bhawanimandi,1387715,Roshanbadi Ra,3597822,85000,5785,263,20483,58469,02-07-2024,02-07-2024
398,Rajasthan,Bhawanimandi,1387756,Roshanbadi Ra,3597823,75000,5245,265,20684,48806,02-07-2024,02-07-2024
399,Rajasthan,Bhawanimandi,2026577,PIPALDA  AB,3596381,85000,5785,52,5680,73483,02-07-2024,02-07-2024
400,Rajasthan,Bhilwara,2599364,BHUNASH RM,3596464,85000,5785,407,23820,54988,02-07-2024,02-07-2024
401,Rajasthan,Bhim,871043,Sangawas Kumar Mohala,3595787,100000,6594,50,3461,89895,02-07-2024,02-07-2024
402,Rajasthan,Bhim,901953,palri bhim,3597711,85000,5785,407,24835,53973,02-07-2024,02-07-2024
403,Rajasthan,Bhim,2085495,JELWA RADHA,3595991,100000,6594,85,9144,84177,02-07-2024,02-07-2024
404,Rajasthan,Bhim,4574098,mal ka choda saku devi,3596290,50000,3797,0,0,46203,02-07-2024,02-07-2024
405,Rajasthan,Bhim,4574224,mal ka choda saku devi,3596056,50000,3797,0,0,46203,02-07-2024,02-07-2024
406,Rajasthan,Bhim,4574319,mal ka choda saku devi,3596291,50000,3797,0,0,46203,02-07-2024,02-07-2024
407,Rajasthan,Bhim,4577390,mal ka choda saku devi,3597635,50000,2341,0,0,47659,02-07-2024,02-07-2024
408,Rajasthan,Bijainagar,410732,jhopdiya a,3598502,85000,5785,361,25320,53534,02-07-2024,02-07-2024
409,Rajasthan,Bijainagar,2720433,urja ka kheda ts,3596329,85000,5785,333,22284,56598,02-07-2024,02-07-2024
410,Rajasthan,Bijainagar,4553603,Balwantpura Second,3597270,60000,4316,0,0,55684,02-07-2024,02-07-2024
411,Rajasthan,Bijainagar,4575248,Balwantpura Second,3597271,60000,4316,0,0,55684,02-07-2024,02-07-2024
412,Rajasthan,Bijainagar,4575478,Balwantpura Second,3597272,60000,4316,0,0,55684,02-07-2024,02-07-2024
413,Rajasthan,Bijoliya,1556466,Beena ka kheda AA,3597912,85000,5785,630,34033,44552,02-07-2024,02-07-2024
414,Rajasthan,Bijoliya,2677639,sangwa manoharpura mp,3598182,65000,4707,324,18963,41006,02-07-2024,03-07-2024
415,Rajasthan,Bikaner,1768910,pithon ka baas sinthal pbj b,3598089,85000,5785,304,19436,59475,02-07-2024,02-07-2024
416,Rajasthan,Bikaner,1867218,ODO KA BASS,3597791,85000,5785,59,5880,73276,02-07-2024,02-07-2024
417,Rajasthan,Bikaner,1972901,ODO KA BASS,3597701,100000,6594,59,5880,87467,02-07-2024,02-07-2024
418,Rajasthan,Bikaner,2609782,bamanwali abc,3597966,85000,5785,370,23583,55262,02-07-2024,02-07-2024
419,Rajasthan,Bikaner,3317703,lakhusar bharjoo ssd sss,3596287,85000,5785,490,36213,42512,02-07-2024,02-07-2024
420,Rajasthan,Bikaner,3318738,lakhusar bharjoo ssd sss,3596300,85000,5785,490,36213,42512,02-07-2024,02-07-2024
421,Haryana,BILASPUR,2517430,Kishanpura new,3597691,85000,5785,496,25764,52955,02-07-2024,03-07-2024
422,Haryana,BILASPUR,2799166,garhi banjara new b,3595010,85000,5785,281,26284,52650,02-07-2024,03-07-2024
423,Himachal Pradesh,Bilaspur_HP,3094977,noa,3597313,85000,5785,418,34482,44315,02-07-2024,02-07-2024
424,Uttar Pradesh,Bulandshahr,4523877,NavadaB,3589859,40000,3278,0,0,36722,02-07-2024,02-07-2024
425,Uttar Pradesh,Bulandshahr,4524215,NavadaB,3589860,40000,3278,0,0,36722,02-07-2024,02-07-2024
426,Uttar Pradesh,Bulandshahr,4573192,Raypur talab bb,3596401,40000,3278,0,0,36722,02-07-2024,02-07-2024
427,Uttar Pradesh,Bulandshahr,4573201,Raypur talab bb,3596402,40000,3278,0,0,36722,02-07-2024,02-07-2024
428,Uttar Pradesh,Bulandshahr,4573213,daulatgarhB,3596636,50000,3797,0,0,46203,02-07-2024,02-07-2024
429,Uttar Pradesh,Bulandshahr,4573271,Raypur talab bb,3596403,50000,2341,0,0,47659,02-07-2024,02-07-2024
430,Uttar Pradesh,Bulandshahr,4573293,NavadaB,3596489,50000,3797,0,0,46203,02-07-2024,02-07-2024
431,Uttar Pradesh,Bulandshahr,4576181,daulatgarhB,3597805,40000,3278,0,0,36722,02-07-2024,02-07-2024
432,Uttar Pradesh,Bulandshahr,4577717,daulatgarhB,3597806,50000,3797,0,0,46203,02-07-2024,02-07-2024
433,Odisha,Champua,4565163,HUNJAPOSI,3596605,50000,3797,0,0,46203,02-07-2024,03-07-2024
